What if they left their signature on the vic?	they found him in the basement with holes in his chest.	0
Garcia checkedwith the state police.	to the state.	0
(low, indistinct conversations) Okay, now, Steve, when you're telling your hunting story, don't forget to mention all the blood.	okay, Steve, when you tell your hunting story, don't forget to mention all the blood.	1
Get to work.	go to work.	1
It was soaked through with blood and blood had soaked into the seat.	soaked sweat.	0
It is not disputed that the obligation to pay the charge on surplus stocks is thus determined in accordance with the stocks of products held at that date.	it is common ground that the obligation to pay a fee for surplus stocks is so determined, depending on the retained stocks of products, at that date.	1
That's good thinking.	that's good, good, good.	0
You can't have it all, don't you think?	you can't have everything, don't you?	1
To make this more interesting for me,... I'm going to write down everything that I'm going to do.	that's interesting.	0
( 21 ) In this notice the term ‘EFTA States’ includes the EFTA States that are parties to the EEA Agreement.	(21) In this notice, the term "EFTA States" includes EFTA States Parties to the EEA Agreement.	1
Fimalo said: "When the Red King saw that the Algul would fall to you, he understood that die working Beams would regenerate.	he deserved to die.	0
And I will be damned if I sit here and let you drag him down to your level.	you will be damned!	0
Sure you do not want to tell us where are these people?	are these these?	0
For the 20 years that the patent lasts, they will have a monopoly on the drug’s sale and be able to command a high price.	you have a patent for that?	0
Yeah, a journalist.	journalist, yeah, yeah.	1
'Did you ever hear the great Gigh sing?'	"did you ever hear a big Gig-li sing?"	1
I want them off the base within the hour.	I want them to leave the base within an hour.	1
Motherfucker, wake up!	father, wake up, wake up!	0
NATO and E.C.A. and those places.	in Nato and E.C.A. and in such places.	1
I got it. I win.	I got it, I got it.	0
He wept when we embraced, as I did, and for a minute couldn't do anything but shake his head.	when we hugged, he cried, just as I did, and for a minute he could only do it to shake his head.	1
Look, we're inside, you can take off the sunglasses. Oh.	we're inside, you can take the sunglasses off.	1
I can't feel my legs,	I can't feel, touch, feel.	0
For once, just for once, you will obey your mother.	once, at least once, you will obey your mother.	1
"No."	"not really."	1
So, you were at the office all night Until you got a call from security about the silent alarm?	so you were in the office all night, until they called you out of security about the alarm?	1
And you!	and so are you!	1
Subject: New aid to Ethiopia Answer from the Commission (11 July 2006)	subject: Rehabilitation of Ethiopia Answer from the Commission (11 July 2006)	1
I can appreciate that.	"I appreciate that.	0
Wait a second...	wait a minute!	1
Do we have any of those?	any of us?	0
... what it actually is...	... what is it...	1
We talked about last night.	we talked...	0
The name of this computer, %1, contains one or more characters that are not allowed.	the name of this computer (% 1) contains one or more illegal characters.	1
In an hour at the Hotel.	in an hour?	0
Go on, I'll be right behind you.	come on. I'll be right behind you.	1
BTI or BOI decisions shall be valid for a period of three years from the date on which the decision takes effect.	the BTI Decision or ZIPZ Decision shall be valid for three years from the date on which it takes effect.	1
It'll tell you what happened to you that day.	he'll tell you what will happen to you that day.	1
Let's get the dogs up and listen to them bark	let's put the dogs on the stands and listen to them barking.	1
Can you adjust the visor yourself?	can you fix the visor yourself?	1
Article 7 Arrangements to deal with accidents, incidents and emergencies 1.	article 7 Measures in case of accidents, emergencies or emergency 1.	1
He doesn't know there's two of us.	I don't know there's two of us.	1
Have you met Georgina?	have we met?	0
Yesterday Stevie was saying he wasn't going to sign the contract, but when it came to it, he did.	yesterday, Stevie said he would not sign the contract, but when he did, he signed it.	1
That you're actually out there with your son... because you trained with him and you're posing with him.	that you're actually with your son...... because you were training with him...... because you were posing with him.	1
The cymeks have used it to maintain their organic health.	it's organic.	0
This summer, action is all wet and plastic and you can slide on it.	this summer event is completely wet and plastic and you can glide on it.	1
When people go to the supermarket, they need something to look at before they choose Haagen-Dazs.	when people go to the supermarket, they need to look at something before reaching for the Haagen-Dazs.	1
I wanted to gut the prick, but he'd not have it.	I wanted to gut the fucker, but he's not worth it.	1
That had been a proud moment, his first rite of entry into what would undoubtedly be a cruel, harsh, and brief life.	that was the moment of his highest pride, his first ritual of entry into what surely would be cruel, harsh, and short life.	1
Don't you wanna dance with me?	do you see anyone you want to dance with?	0
All this pressure on me and none whatsoever on Eddie.	all the pressure on me and Eddie nothing.	1
"I don't think," she said, "that we should wait the rest of those seventeen days."	wait, don't be afraid.	0
I can't hear her anymore.	I can't hear her.	1
You seem anxious, Mr. Nettinger.	you seem happier.	0
Let me make this easy for you.	I'll make it easy for you.	1
He was going to Caòón Del Oro.	he headed toward Cañón del Oro.	1
And I'll keep an eye on everything.	and I'll keep an eye on them.	1
"Why do you keep calling me Dad?	"why do you keep calling me old man?	1
The figure was silent.	the figure remained silent.	1
This is supposed to be the place.	this is not supposed to be.	0
This will create economies of scale, make life easier and speed up the resolution of cross-border cases.	this will create economies of scale, make life easier, and speed up solutions to cross-border disputes.	1
This is about Carol.	see, this is about you, it's not about me.	0
I'll have your wife moved to the lab at Arkham.	then I moved to the Indians.	0
Socket addresses may be items like URLs (www.microsoft.com) or IP addresses (130.215.24.1).	custom socket addresses can include URL (www.microsoft.com), or IP addresses (130.215.24.1).	1
Now, flee the Kingdom and never turn back.	now leave the kingdom and never come back.	1
Many miles from here, other members of the pack are relying on them. HOWLING	many miles from here, the other members are counting on them.	1
You must be hurt.	it must be you.	0
I bet the shithead left the keys.	I bet the moron left his keys in there.	1
But there are thousands of them.	there are thousands and thousands of them.	0
How about dinner?	what about dinner?	1
Back across the sea,where I live.	across the street.	0
"Are you expecting Miss Fairfax here soon?"	are you expecting someone?	0
Sir, this report is a great victory.	this report is an interim report containing a technical update concerning significant developments in Bulgaria during the last six months of the Cooperation and Verification Mechanism [2].	0
Not I am Jones. no I know any Jones	I'm not Jones... I don't even know Jones.	1
But then again, so much is easy when you're 20 or 25.	easy, easy.	0
2.2 Offences related to payment instruments (Article 2):	2.2. Actions related to the payment instrument (Article 2):	1
I don't know how she did it, but she did it.	I don't know how, but she did.	1
It's our people's only hope.	the only hope of our people.	1
Second, the own contribution was very limited and the entry of an investor which could provide external financing at market rates was merely a potential future event.	secondly, the own contribution is very limited, and the investor input, which could provide external sources of financing under market conditions, is a mere possible future event.	1
If I take it up, I have to win and I shall.	if I lift it, I'll have to win, and I will.	1
Let go, let me go!	let's go, let's go!	0
You seem anxious, Mr. Nettinger.	you seem surprised.	0
"welcome to the dark side."	welcome to the dark side.	1
It's about Rose.	it's about you, about us, about anyone else.	0
You can smell the testosterone.	blimey, you can smell testosterone.	1
We've been trained to salivate when somebody shows us a Bombardier Skidoo with overdrive or a Zenith color TV with a motorized antenna.	we were trained to salivate when someone shows us a motor sled Bombardier with a speedway or a color televised Zenith with a motor-powered antenna.	1
If you want to be alone while we wait, I can hang in the back or something.	if you want to be alone, I can hang around at the stern or something.	1
I wrote some of it down.	I wrote some of this.	1
If you don't want to marry me now, you'il never want to marry me.	marry you?	0
Bitch!	son of a bitch!	1
Half an hour to go.	in an hour.	0
Something doesn't make sense here so... ...if you can think of anything else, give me a call.	something doesn't make sense here, so...... if you find something, call me.	1
A man whom none of us have seen since he left town.	a man who hasn't seen any of you since he left town.	1
Officer, there is a man in a blue coat waving a gun and screaming... at a woman. SAM:	a guy in a blue coat is waving his gun around and yelling at some woman.	1
Why would you do that, Nina?	"why do I think you're keeping something from me, Anita?"	0
There is always a choice.	you always have a choice.	1
The elixir of the wounded heart.	one of the wounded sailors aboard the Ripath stopped moving.	0
I felt like I was hovering above my own body... ...watching myself sing.	I felt like I was hovering over my own body...... and watched to sing.	1
No, don't start with me.	start with this.	0
They are born with the knowledge.	they were already born with this knowledge.	1
Just after midnight.	right after midnight.	1
You call this a way out?	you call that an exit?	1
"She's a lovely child.	it's lovely.	0
This is the fifth periodical report.	the second area is the pursuit of a seminar organised by the Commission in 2006, the year following the release of the fifth report.	0
Article 19 of Regulation (EC) No 555/2008 provides for the financial management of the investments measure.	article 19 of Regulation (EC) No 555 / 2008 governs the financial management of the investment measures.	1
And ladies and gentlemen, be very careful whatyou sign.	and ladies and gentlemen, be very careful what you sign.	1
So you used to be tough.	so you used to be a tough guy.	1
I'm going to the ladies' room.	I'm not going to stay, I'm going home.	0
That was almost cold, Bernard thought.	that was hardly cold, Bernard thought.	1
Her captors must've fled before we got there.	the kidnappers had to escape before we got there.	1
I just got it.	I got it, I got it.	0
Was there a man that was part of the plan named Sam Weiss?	was he part of a plan by a man named Sam Weiss?	1
Meanwhile, the Ixian engineers struggled to build weapons equivalent to the Obliterators, and the Guild shipyards worked to produce thousands of ships, all of them equipped with mathematical compilers.	the Ixian engineers, meanwhile, were trying to build weapons, equivalent to Oblivators, and Guild forecasters worked on the production of thousands of ships, one equipped with mathematical compilers.	1
I'll have you there in 20 minutes.	and 20.	0
Only him.	just for him.	1
You can tell me the truth.	you can tell them, or you can tell me.	0
For you?	and to you?	1
Wim van de Camp put a question to Antonio Tajani, who answered it.	Antonio Tajani answered the question he was asked by Wim van de Camp.	1
Cannot parse double value '%s' for %s	could not parse '% s' for% s	0
Defendant: Portuguese Republic (represented by: L. Inez Fernandes and R.	defendant: Portuguese Republic (represented by: L. Inez Fernandes and R. Laires, acting as Agents)	1
Okay, yeah, he's going into the bathroom.	he's going to the bathroom.	0
Look, please, give me one more chance.	please give me one more chance.	1
Phoebe, that's not really a typical pregnancy symptom, I don't think.	Phoebe's not a typical pregnancy symptom.	1
The gods will curse us for this.	God will curse us for this.	1
There was story that my grandfather told me as a kid began to come back to me when I was a pilot.	there were stories that my grandfather told me when I was little... and they were coming back to me now that I was a pilot.	1
Big deep breaths of God's fragrant, fresh country air.	take a deep breath of the divine fragrant fresh country air.	1
Said he was a friend of yours.	I'm your friend, your best friend.	0
The chaplain rested one hand on his shoulder and shook his head.	at the wall lay a naked male body in a strangely twisted position, his head twisted so his chin rested on his left shoulder.	0
She wants different things: Career, stable relationship, a family.	he wants different things: A career, a solid relationship, a family.	1
So, his mistress is dead,	so his mistress is dead.	1
Yeah, sure it will.	I'm sure it's a great plan, I'm sure.	0
Home's supposed to be safe.	it should be safe at home.	1
The big red button turned it on, therefore... ...the big blue button must...	turn on the big red button...... and then...... a large blue button...	1
1149 (IBM EBCDIC - Icelandic (20871 + Euro))	1149 (IBM EBCDIC - Iceland (20871 a Euro symbol))	1
Roy, help.	Roy, help...	1
The problem with them coughing is obviously the fact that they've got those dry crackers.	the problem with the cough is obviously that they ate these dry cookies.	1
I want to know his endgame before I kill him, but I do think it's time Elijah and I officially met.	before I kill him, I want to know what he's planning, but I really think it's time I officially met Elijah.	1
"Don't you know, Quinnie?" asked Kimura, surprised.	"Quinn, don't you know?" Asked Kimura.	1
You seem anxious, Mr. Nettinger.	you seem nice.	0
They want me back because I'm the only one… who survived the injection.	they want me back because I'm the only one who survived the shot.	1
Classical massage	a classic massage	1
Well, the pamor on this one is bulu ayam, cock feather.	well, this one has a dandeo, ayam, cock pen.	1
Well, thank you, Hogan.	thank you, thank you, thank you.	0
You are allowed to reveal the true nature of our work to one person.	you may reveal the true nature of your work to one person.	1
To re-create a man, so he doesn't feel pain Or love. Or sympathy.	he reshaped a man so he could not feel pain, or love, or affection.	1
You don't approve of the gods' plans?	you don't approve of God's plans?	1
They are!	they!	1
"He thrust me out," Padma said.	"he pushed me out," Padma said.	1
"Never mind," said Miles.	"I never said that," said Morgaine.	0
11.15. Six minutes!	six minutes left!	1
[12] Council Conclusions of 11.11.2008 Common EU position for the Doha Financing for Development Conference.	[12] Council conclusions of 11 November 2008 - EU Common Position for the Doha Conference on Development Financing.	1
He saw the cum stains of all the other men my mother fucked.	he saw stains off the sperm count from the men who fucked my mother.	1
Are you gonna be okay?	when are you gonna have it?	0
(e) take account of the existing obligations of the Member States concerned in respect of other joint deployment plans, as well as any specific regional or local constraints;	(e) take into consideration the existing commitments of the Member States concerned concerning other joint deployment plans, as well as other specific regional and local restrictions;	1
I know exactly what she was, Ryan.	I know exactly what she was.	1
Talking of sad clowns... you're a good-looking man, Jack. Do you know that?	speaking of sad clowns... you're a handsome man, Jack.	1
Well, dogs are her achilles heel. - Naturally.	well, the dogs are her Achilles heel.	1
That sounds fun.	sounds fun!	1
He had chosen none of these men, and yet Beck, Konin and Mantilan - none of whom had ever commanded such large units - were proving to be invaluable.	by proving.	0
Captain's Log, stardate 1672.1.	captain's log, stardate 44639.9.	0
It would be a relief to be out of the car.	it's a relief.	0
Yeah, yeah, I'm gonna take Sarah for the Chuck Bartowski memorial tour.	yeah, yeah, I'll get Sarah on Chuck Bartowski's memorial.	1
Be with you in a minute, Lenny.	in a minute, Lenny.	1
Keep it up, dickhead.	keep it, asshole.	1
You gonna give her some money	you're gonna give her some money.	1
So, what brings you to town?	what brings you here?	0
A cookie from the server must be confirmed by the user	the receipt of a cookie from the server must be validated by the user.	1
We've been interviewing everyone who was there last night.	we're questioning anyone who was there last night.	1
Hey, kid, you wanna hear a joke?	you wanna hear the truth?	0
No!	no.	1
The darkness had receded somewhat, and he could look about him without panic.	the darkness subsided somewhat, and Covenant could look at himself without panic.	1
The Danish army.	Danish armies.	1
I didn't mean to! Don't cough and help with your brother!	don't cough and help me with your brother.	1
Vincent's warehouse burnt down and Kistler's out eating linguini.	Vincent's warehouse burned down, and Kistler's having dinner.	1
We could have made a lot of money.	we could have made too much money.	1
She just sort of trusts Rocky.	she just trusts Rocky.	1
You wanna drive me home in your new ride?	will you drive me home in my new car?	1
He told a funny story at a bar Mitzvah.	he called off an amusing story on a bar mitzvah.	1
He said Mandy was hanging out at the hospital with those sick kids.	he said Mandy had fun at the hospital with sick children.	1
"Don't argue," Swanson said curtly.	"stop arguing," Swanson said curtly.	1
(d) a report by Redpoint on the evolution of the UK electricity sector;	a report by Redpoint on the development of the electricity sector in the UK;	1
I guess so.	I guess I'll guess who.	0
He just wants to know what's happening with his son.	it's happening.	0
Captain's log, stardate 46693. 1.	captain's log, stardate 44639.9.	0
Kitty! - Kitty!	Kitty.	1
You broke it.	and when you broke, I broke up with you.	0
Is everyone treating you alright?	did everyone treat you all right?	1
It could be done and over.	it could be over and over.	1
I'll see you on Thursday.	I'll see you when I see you.	0
Give me the damn krazy glue, carley.	give me the fucking glue, Carley.	1
You know, she says if we don't find Vincent and stop him before he finds... - Gabe!	he says if we don't find Vincent and we don't stop him before he finds... - Gabe!	1
We left ours at home.	we left them at home.	1
Something was going on here.	something was going on.	1
They're the exact, same thing.	they're precise, the same.	1
God, it's... it's been years.	look, it's been... It's been a long night for everyone.	0
This theme title already exists.	this theme name already exists.	1
Article 1 Regulation (EC) No 1418/2007 is amended as follows: The following Article 1a is inserted:	article 1 In Regulation (EC) No 396 / 2005, Annexes II and III are amended as follows:	0
It's a pleasure to meet you, Dr. Lennon.	pleased to meet you, Minister.	0
We have a new witness in the Tobin case.	I have a witness.	0
He's beenkinda moody lately, the last few months.	last few months, he's so moody.	1
You look gorgeous, darling. - Oh.	look, look.	0
Yes. Patient's eyes red?	are the eyes of a patient red?	1
Don't tell me about the things I know.	don't ask me about things I know.	1
The day you came for me,I was coming for you.	I'll tell you something, you're gonna have to sacrifice her every day for the rest of your life.	0
You know, your sweetness would be a lot more convincing if we hadn't already met your predecessor.	you have Sweetness,	0
It sounds farfetched, but she and the victim were recently divorced.	sounds crazy.	0
Life was rough back then and so much better.	life was tough then and much better.	1
There are no less than eighteen different exits from the main chamber.«	there are at least eighteen different exits from this main cave. "	1
Yep, even something as simple as opening a bottle of champagne can have huge ramifications.	even a simple opening of champagne can have big consequences.	1
I'm not ashamed of what I am.	I'm not ashamed of it!	0
The baby. Please, kill me now.	please kill me.	1
Bomb shelter.	nuke shelter.	1
"I must have been sleeping well.	"I was sleeping really well.	1
Electric vehicles will need large adjustments to infrastructure.	electric cars demand large adjustments in infrastructure.	1
Honey, that was not a compliment.	oh, sweetie, it wasn't a compliment.	1
Well, it was nice meeting you.	the meeting.	0
And used my son as Skitter bait?	did you use my son as bait on Skitters?	1
The UserComment property contains a user defined comment or description for this profile.	the UserComment property contains a user-defined comment on this profile or description.	1
That's... that's where we went wrong there.	that's where we were wrong.	1
That Committee shall be a committee within the meaning of Regulation (EU) No 182/2011 of the European Parliament and of the Council ( 51 ) .	this Committee shall be a committee within the meaning of Regulation (EU) No 182 / 2011 of the European Parliament and of the Council (51).	1
Otherwise, you want me to put my foot in the trap?	or do you want me to put my foot in a trap?	1
Well, thanks for the hospitality.	well, thank you for your hospitality.	1
I'm in need of railroad workers.	I need railroad workers.	1
Article 15 Responding to major disasters within the Union 1.	article 15 Reactions for serious disasters within the Union 1.	1
I'm immune to the troubles.	I'm not immune.	0
And to hell with the French army.	the hell with it.	0
"Well, we now have our three champions.	"so now we have all three champions.	1
I'm affraid.	I'm scared.	1
I'm only halfway through the book.	I'm about halfway.	0
Not that I care for him. I don't.	not that I care about him.	1
Oh, it's a big one!	big, big!	0
On the basis of a draft submitted by the director, the Administrative Board shall, in agreement with the Commission, adopt the programme of work.	4. the Commission shall adopt the measures envisaged if they are in accordance with the opinion of the Committee.	0
With a strangled cry, Hettar dropped his sabre and ran to her.	with a guttural cry, Hettar dropped his sword and ran toward her.	1
The air was full of hot, choking smoke and red flashes.	the air was saturated with hot haft smoke and red flashes.	1
Yeah, a little too safe.	yeah, too safe.	1
Dr. Deacon... I don't know what Ms. Barlowe has told you. But we just recovered the bodies of the crew.	I already told you.	0
I want you out of the office tomorrow.	I want you to clear out the office by tomorrow.	1
(c) the description and presentation of the wine;	(C) the labelling and presentation of wine;	1
I've got water, I've got soap, I've got drying facilities.	I got one.	0
Close your eyes, close your eyes ...	close your eyes!	1
She didn't have a voice.	she had no voice.	1
See paragraph 15.	see point 15.	1
Select to the next word	select the following word	1
Kiall sheathed his blade and gestured towards the cabin.	Kiall sheathed his sword and motioned them to the cabin.	1
"Men who seldom leave the planets of the Bene Tleilax."	"people who rarely leave the worlds of the Bene Tleilax."	1
I knew her	I knew I knew this ass.	0
Oh, yeah, well, that's a long story.	yeah, it's a long story.	1
Sweat beaded on Drizzt's brow.	the sweat was on Drizzt's forehead.	1
I know you're scared.	I know you know.	0
What is Montague?	what is this, Montek?	1
To control the diluent flow rate, PB may be connected to the flow controllers FC1 or FC2.	to control the dilution medium flow, PB may be connected to the flow controller FC1 or FC2.	1
"And what does the eye represent?"	what newspaper?	0
Harry. Harry.	Harry!	1
I know it won't be easy, but, eventually you'll see how being a humanoid has its advantages.	I know it's not going to be easy, but you will eventually find that being humanoid has its advantages.	1
The secret lies in the enduring power of our achievements our creations!	the secret lies in the enduring strength of our creations of our creations!	1
If you really were listening to me, then Ryan wouldn't fucking be here.	you lied to me, you fucking whore!	0
Oh, almost forgot.	I almost forgot.	1
So I take it you don't wanna tell me what's goin' on with you.	I get it, you don't want to tell me what's going on.	1
Yeah, maybe that's it.	maybe it's this, maybe that.	0
I knew her	I knew she knew.	0
He just wants me to carry something for him when I go back to the States.	I remember something.	0
Her problem wasn't too many enemies. It was too many friends.	her problem wasn't too many enemies.	1
What I am supposed to do with you?	what am I gonna do with you?	1
Once you pick a guy, he's yours for the season, which means he's off the market and no one else can touch him.	you pick one guy who's yours for a reason, which means he leaves the market and no one else can touch him.	1
You remember that one time when your mother kicked me outa the house?	kicked out?	0
"Neither do we," admitted Michaels.	"maybe," I admitted.	0
I watched little Chelsea grow up.	I've seen Chelsea grow up.	1
I felt myself smile, most unpleasant.	I felt myself smiling, very uncomfortable.	1
Don't worry. You're gonna make it.	you're gonna love it.	0
166 It follows that the seventh plea in law must be rejected.	to that extent, the plea in law must be rejected.	0
I'm not torturing myself.	I don't torture myself.	1
He died an hour and a half later.	half a half.	0
Look, the sun is beaming like we're in Jamaica.	look, the sun is shining like we're in Jamaica.	1
"We have not been abandoned," the Rabbi told his scroll.	"no, they have not abandoned us," the Rabbi told his scroll.	1
She wouldn't tell me who taught it to her though.	she didn't want to tell me who taught her.	1
If you don't want to marry me now, you'il never want to marry me.	I have to marry you.	0
Captain's Log, stardate 1672.1.	captain's log, Stardate 51762.	0
So there's an old idea in particle physics	there's an old opinion in particle physics	1
It's not for me, it's my friend.	it's not about me. It's a friend.	1
You came in.	you came.	1
"What's your favorite color?" he asked, his face grave.	"what's your favorite color?" He asked with a straight face.	1
What did I say my favorite kind of pizza was?	what's my favorite pizza?	1
Let me get your bag.	I'll get your bag.	1
It was dark, someone was watching.	it was dark, someone was following him.	1
Kush became black and from him were born the "Kusheems", the black people of Africa.	Kuta had become black, and he had come from him, "The Mushrooms," the black people of Africa.	1
Odette turned and walked slowly toward the kitchenette.	Odette turned away and went slowly to the galley.	1
I do not know the complete story, " Lodovik said.	and complete.	0
Aviation Package	air Package	1
Wrong color	bad color	1
Concerning the ‘European Space for Maritime Transport without barriers’, the EESC acknowledges the advantage that it has been affirmed as a virtual maritime area.	as regards the European area for maritime transport without borders, the EESC recognises the benefit of the fact that it is an affirmation of virtual maritime space.	1
Take that one off the table.	take her off the table.	1
After what I've seen, you deserve it.	and I deserve it.	0
I'm like, "Oh, wow. Look at my computer over there!" (Laughter)	I could try, "Wow, Look at my computer over there." (Laughter)	1
Hey, Web.	you, Web.	1
And that's what has been done in that area.	and that's what happened in that area.	1
The application was used by officials at the welcome stands to assist MEPs in filling out the forms at the start of the new parliamentary term.	this application was used by officials in welcoming staffers to assist MEPs in filling out forms at the start of a new parliamentary term.	1
CHAPTER IV GOOD PRACTICES CONCERNING THE FORMULATION OF THE RULES OF MEMBERSHIP AND INTERNAL PROCEDURES OF MONITORING COMMITTEES Article 10 Rules of membership of the monitoring committee 1.	chapter IV CERTIFICATE PROCEDURES RELATING TO THE FORMULATION OF THE MEMBER STATES AND INTERNATIONAL PROCEDURE MONITORING PERFORMANCE Article 10 Rules of membership of the Monitoring Committees 1.	1
ANNE: "give me a kiss. Give me a kiss."	give me a kiss. Give me a kiss.	1
No, but you know business trips, you don't go for the food.	no, but you know the business routes, you don't really go for meals.	1
Come on, don't you know how much I wanna see this guy?	you wanna fucking do this?	0
It's not about them, guys.	it's not about them.	1
It means you should stop fighting me and consider using this time to think.	you should stop fighting me and use that time to think.	1
I'm gonna need it.	I'm not gonna have to say it. I'm gonna have to do it.	0
Liam, get the door.	Liam, open the door.	1
I'm not upset at you.	you're upset and I'm upset about you.	0
Revolution is like the wheeling of stars round the pole.	the revolution is like turning the stars around the pole.	1
It's a pleasure to meet you, Dr. Lennon.	nice to meet you.	0
Why did you go back home?	why did you come home?	1
What's the matter with the doc?	what's the matter with you?	0
I ain't sleeping tonight.	I'm sleeping.	0
Pencroft afterwards returned towards the mouth of the river.	then Pencroft came to the mouth of the river.	1
Clark County, Ohio	Clark County, California	1
Open up your mind, let your fantasies unwind, in this darkness that you know you cannot fight the darkness of the music of the night.	open your mind, let it develop your fantasies. In this darkness you know you won't win.... the darkness of music of the night.	1
But you know the saying: "god is in the details."	but you know the saying: "God is in the little things."	1
Now here's my secret.	this is my secret.	1
Listen, I know that you're mad at me and I'm okay with that.	I'm not mad at you.	0
Only Statuses With Matching Category	only states with matching categories	1
You hang up on me again, and I rip her open!	you hang up on me again and I'll rip it off!	1
Who better to evaluate my own sincerity and behavior?"	who would be better to assess my sincerity and behavior? "	1
Which is my fondest memory of you.	I only remember leaving... which is my fondest memory of you.	1
They were murdered because they wouldn't turn.	they were murdered because they didn't.	1
I meant everything I said the other night, every word.	everything I said that night, I meant.	1
That's terrible!	that's nasty!	1
Maybe you should have worn an apron and smashed some cookie dough in your hair.	in the apron.	0
Now, there's every possibility he knows each detective in Major Crimes.	and there's quite a possibility that he knows every detective in Major Crimes.	1
Oh come on, man.	come on, man.	1
You let the tool do the work, you see?	let the instrument do the job for you, you know?	1
"Oh, my Gawd!" breathed Timsen.	"oh!" I breathed.	0
What're you doin'?	what are you doing?	1
Wonderful work on the new well.	amazing work on a new well.	1
I mean, I tried.	I tried.	1
Hair up.	your hair is up.	1
Better than the hospital he escaped from.	in the hospital.	0
Oh, my god.	oh, my God, token.	1
Ben's plans only involve himself.	Ben's plans include only his own.	1
I didn't even agree with what he was saying.	I don't even agree with what he said.	1
Here, go on and take the gun.	here, take the gun.	1
What are those green things?	what kind of green stuff is that?	1
Article 248 Treatment of unrated positions 1.	article 248 Unrated positions 1.	1
Foley has broken the chain.	Foley broke his chain.	1
You know, what was I doing?	you know what I did?	1
The Committee also called for an integrated territorial approach (ITA) and a governance strategy for development of a socially responsible region.	he also called for an integrated territorial approach (ITA) and a management strategy in favour of developing "socially responsible territory."	1
Anybody can.	anyone can do that.	1
Uh, I like all kinds of music, Gabe.	all kinds of things.	0
For this purpose, the permanent Co-operation and Co-ordination Management Group was set up, and has met about four times per year.	to that end, a permanent management group for cooperation and coordination has been set up, which meets approximately four times a year.	1
Deb pulled her gun on an unarmed boy to get him to give up the gang.	Deb pulled a gun on an unarmed boy to get it out of him.	1
And this was taken...?	and when was this taken...?	1
'Why we should stay?' stormed Dagorian.	'why should we stay? 'Exploded Dagorian.	1
It hurts me.	it hurts, it hurts so much.	0
Spain France Ireland United Kingdom Union TAC Precautionary TAC Species: Pollack Pollachius pollachius Zone: VII (POL/07.)	Spain France Ireland United Kingdom Union TAC Precautionary TAC Species:	1
I only know what I was told, and I'm not sure if I believe that.	but I'm not so sure.	0
He was the guy's partner.	he was his partner.	1
In Greece and Ireland, the State owns about two thirds of forest land.	in Greece and Ireland, the state owns approximately two-thirds of wooded land.	1
‘completed vehicle’ means a vehicle, resulting from the process of multi-stage type-approval, which meets the relevant technical requirements of this Regulation;	"completed vehicle" means a vehicle that has undergone a multi-stage type-approval and which meets the relevant technical requirements of this Regulation;	1
I mean, how is he choosing them?	I mean, how does he choose?	1
I wouldn't quite say that.	I wouldn't exactly say that.	1
On the other hand, a distributor which has paid a price below the average will obtain additional profit.	by contrast, a distributor who pays the price lower than the weighted average is receiving an additional profit.	1
Six to twelve minutes.	6 A 12 MINUTES!	1
He plodded over dry rocks and through wind-blown sand.	he trudged across the dry rocks and loaded sand.	1
Burn. 烧吧	burn.	1
Help yourself to salt and vinegar.	serve yourself, salt and vinegar.	1
"I hear nothing," Foraker murmured softly, but no one moved.	"sorry," I murmured.	0
A friend is going to help me.	a friend will help.	1
Subject: Infringement of the supremacy of the Community Law by the Italian Court of Cassation Answer from the Commission (15 April 2005)	subject: Infringement of the supremacy of Community law in Italy Answer from the Commission (15 April 2005)	1
Commercial guarantees must state the purchaser’s legal guarantee rights and be drawn up in plain, intelligible language.	trade guarantees must state the rights of the purchaser to the legal guarantees and must be formulated in a clear and comprehensible language.	1
Reports must be despatched within 72 hours of the time when the incident was identified unless exceptional circumstances prevent this.	the report must be sent within 72 hours of the incident when the exceptional circumstances are not prevented.	1
Did you go home and watch "Sunset Boulevard" before your little trip to The Package Store?	I'll be home before dawn, okay?	0
The report shall also be forwarded to the Member States and, for information, to the eligible countries.	the results of the forecasts referred to in this report are, in addition, provisional and may differ from the definitive values to be published by November 2012.	0
She's brave, smart, and bright in every way.	she's so bold, smart, and she's so smart in everything.	1
Finally able to return to a future without The Flash, only to realize that in traveling back I'd lost my way home.	I'm traveling.	0
What's the matter with me, Nancy?	what's the matter with you?	0
At the time of writing, 20 Member States and Acceding Countries have legislation in place which fully implements the Common Position.	at the time of the drawing up, 20 Member States and accession countries are applying legislation to fully implement this common position.	1
No, I'm not saying I wanted something to happen.	I wanted to try.	0
I'll close the window, otherwise water will get in.	good in the water.	0
That's--that's good, Mandy.	that's... that's nice, Mandy.	1
And it opened easily enough.	and it opened very easily.	1
McBride. Was he taking money from people?	did McBride... take money from people?	1
Hurry up! - Hang on!	hurry up!	1
I lost all feeling in my left arm, about 20 minutes ago.	I have never lost mercy in my life.	0
Oh. I didn't know you felt this way.	and I felt you.	0
I'm--I'm just preparing him for the inevitable.	I'm preparing for the season.	0
"Aunt Pol," he cried brokenly, "what can I do?"	I cried, "Look!"	0
Walczak, you're really educated...	Walczak, you're kind of educated...	1
I thought I'd hold her in my arms... ...and we'd have a little talk, maybe she'd remember some little thing.	I thought I'd hug her... and then we'd talk a little, maybe remember some little things.	1
